timestamp_s,echo_displacement_samples,optic_flow_y_px_per_frame,mean_brightness,ppg_reference_0_1,beat_marker,icp_proxy_z
8.94,-0.16273,-0.05749,125.948,0.0739,0,-1.18074
8.96,-0.21458,-0.063,126.133,0.0335,0,-1.43967
8.98,-0.21516,-0.08679,125.342,0.008,0,-1.61665
9.0,-0.25895,-0.07651,126.529,0.0,0,-1.6979
9.02,-0.25252,-0.05248,124.9,0.0114,0,-1.62009
9.04,-0.26597,-0.06717,125.922,0.0429,0,-1.70998
9.06,-0.27289,-0.0884,125.218,0.094,0,-1.89713
9.08,-0.214,-0.07509,125.9,0.1629,0,-1.51667
9.1,-0.16342,-0.05519,124.832,0.247,0,-1.22983
9.12,-0.0859,-0.02151,126.556,0.3424,0,-0.59544
9.14,-0.07462,-0.02573,127.31,0.4447,0,-0.52748
9.16,0.00279,-0.00713,127.852,0.5491,0,-0.03989
9.18,0.00976,0.02675,126.923,0.6506,0,0.13213
9.2,0.10819,0.03846,129.828,0.7447,1,0.80218
9.22,0.09244,0.03202,129.151,0.8275,0,0.65831
9.24,0.09053,0.02805,129.308,0.8957,0,0.63566
9.26,0.14075,0.02486,129.534,0.9473,0,0.86035
9.28,0.16951,0.03496,129.551,0.9813,0,1.04958
9.3,0.0997,0.01534,130.01,0.998,0,0.6439
9.32,0.10588,0.04966,128.61,0.9985,0,0.78986
9.34,0.11137,0.03215,128.843,0.9849,0,0.72971
9.36,0.10136,0.04537,129.816,0.9601,0,0.80875
9.38,0.14148,0.06275,129.73,0.9271,0,1.08522
9.4,0.11589,0.05565,129.362,0.889,0,0.9088
9.42,0.12204,0.02899,129.253,0.8488,0,0.78269
9.44,0.15667,0.05385,129.069,0.809,0,1.07052
9.46,0.12155,0.05681,129.67,0.7712,0,0.95745
9.48,0.14501,0.03205,130.585,0.7364,0,0.9753
9.5,0.09902,0.02624,128.661,0.7048,0,0.63047
9.52,0.07831,0.03187,130.546,0.6757,0,0.66609
9.54,0.0457,0.00877,129.795,0.6478,0,0.34803
9.56,0.12048,0.04024,128.541,0.6195,0,0.80078
9.58,0.04917,-0.01139,129.325,0.5889,0,0.22686
9.6,0.04822,-0.00041,127.342,0.5542,0,0.17926
9.62,0.02791,0.00553,126.965,0.5139,0,0.0993
9.64,0.01981,0.00211,127.161,0.4672,0,0.05336
9.66,0.0029,0.0025,127.692,0.414,0,0.00593
9.68,0.03174,-0.00162,127.545,0.3551,0,0.10754
9.7,-0.06506,-0.01451,127.11,0.2921,0,-0.43152
9.72,-0.10788,-0.00742,127.237,0.2277,0,-0.58194
9.74,-0.13085,-0.05792,125.002,0.1649,0,-1.08658
9.76,-0.18073,-0.04503,126.595,0.1074,0,-1.1598
9.78,-0.17269,-0.06705,124.526,0.059,0,-1.35463
9.8,-0.21281,-0.0697,124.62,0.0232,0,-1.54866
9.82,-0.29241,-0.07936,124.389,0.0032,0,-1.97999
9.84,-0.32657,-0.10011,123.508,0.0016,0,-2.29887
9.86,-0.30866,-0.09929,123.239,0.0197,0,-2.22628
9.88,-0.25529,-0.07912,123.65,0.0578,0,-1.84718
9.9,-0.3329,-0.07599,124.783,0.1151,0,-2.12638
9.92,-0.2056,-0.07501,125.798,0.1895,0,-1.48304
9.94,-0.18984,-0.02531,126.46,0.2778,0,-1.09881
9.96,-0.07417,-0.0029,125.98,0.376,0,-0.46816
9.98,-0.06323,-0.02864,126.923,0.4795,0,-0.51174
10.0,0.01603,0.0107,127.547,0.5834,0,0.10423
10.02,0.03596,0.0526,129.26,0.683,0,0.51951
10.04,0.08771,0.04367,127.741,0.7738,1,0.6273
10.06,0.17238,0.04474,130.674,0.852,0,1.17638
10.08,0.17177,0.04372,129.461,0.9148,0,1.10405
10.1,0.14506,0.0409,129.269,0.9606,0,0.95559
10.12,0.13082,0.04407,130.136,0.9888,0,0.95359
10.14,0.09986,0.03837,130.625,0.9999,0,0.80544
10.16,0.13222,0.05235,130.01,0.9954,0,0.99951
10.18,0.13845,0.03776,130.544,0.9778,0,0.97488
10.2,0.1374,0.03733,129.812,0.9499,0,0.92913
10.22,0.14009,0.0291,130.725,0.9148,0,0.94361
10.24,0.11853,0.04419,130.788,0.8757,0,0.93213
10.26,0.14826,0.03508,129.753,0.8354,0,0.96333
10.28,0.14951,0.04381,130.99,0.7961,0,1.08288
10.3,0.17899,0.05734,129.925,0.7592,0,1.23755
10.32,0.1847,0.04657,129.757,0.7255,0,1.19486
10.34,0.12129,0.04416,128.787,0.6948,0,0.83928
10.36,0.08878,0.03725,129.088,0.6663,0,0.66741
10.38,0.0878,0.02803,129.715,0.6385,0,0.64452
10.4,0.05576,0.02015,127.817,0.6097,0,0.35354
10.42,0.03531,0.01277,129.178,0.5779,0,0.2902
10.44,0.03729,0.02095,128.753,0.5414,0,0.32248
10.46,-0.00093,-0.00533,128.529,0.499,0,-0.01124
10.48,0.0268,0.01965,126.377,0.4501,0,0.14197
10.5,-0.00641,-0.00075,127.871,0.3949,0,-0.04555
10.52,-0.0172,-0.01615,128.232,0.3344,0,-0.16191
10.54,-0.05366,-0.02087,126.79,0.2707,0,-0.43156
10.56,-0.09974,-0.03304,127.075,0.2064,0,-0.69587
10.58,-0.14398,-0.03483,124.627,0.145,0,-1.03784
10.6,-0.16908,-0.05847,126.543,0.0901,0,-1.18397
10.62,-0.22034,-0.04943,124.945,0.0455,0,-1.45307
10.64,-0.24033,-0.0846,125.688,0.0146,0,-1.70176
10.66,-0.27708,-0.1119,123.141,0.0006,0,-2.15679
10.68,-0.32865,-0.09879,124.953,0.0054,0,-2.22494
10.7,-0.29416,-0.1145,124.195,0.0302,0,-2.19416
10.72,-0.31285,-0.08581,125.233,0.0748,0,-2.06543
10.74,-0.26101,-0.06233,124.258,0.1381,0,-1.74784
10.76,-0.20485,-0.05257,125.091,0.2175,0,-1.39172
10.78,-0.19126,-0.05864,128.09,0.3096,0,-1.20527
10.8,-0.07445,-0.03259,126.398,0.4101,0,-0.61297
10.82,-0.0115,0.01668,127.248,0.5143,0,-0.00453
10.84,0.03592,0.01601,128.266,0.6174,0,0.263
10.86,0.07423,0.02597,128.219,0.7144,0,0.49196
10.88,0.10818,0.04858,130.389,0.8014,1,0.88808
10.9,0.11326,0.0715,131.063,0.8747,0,1.07465
10.92,0.14004,0.06041,129.231,0.932,0,1.03929
10.94,0.13378,0.04677,128.423,0.972,0,0.89199
10.96,0.14577,0.0481,130.691,0.9943,0,1.07385
10.98,0.10763,0.04949,130.57,1.0,0,0.9002
11.0,0.13891,0.03329,130.283,0.9909,0,0.93838
11.02,0.13449,0.02729,130.525,0.9695,0,0.89737
11.04,0.12818,0.04088,128.916,0.9388,0,0.85936
11.06,0.12367,0.02978,129.511,0.9021,0,0.8081
11.08,0.15191,0.04146,128.581,0.8623,0,0.95388
11.1,0.09853,0.04398,128.578,0.8221,0,0.72281
11.12,0.15057,0.07058,130.485,0.7835,0,1.21041
11.14,0.13978,0.03064,129.097,0.7476,0,0.86512
11.16,0.1309,0.03637,131.337,0.715,0,0.97425
11.18,0.11959,0.03164,129.404,0.6852,0,0.79414
11.2,0.07725,0.03384,128.632,0.6571,0,0.5714
11.22,0.06974,0.03585,129.57,0.6291,0,0.59755
11.24,0.07539,0.01228,130.168,0.5995,0,0.5236
11.26,0.0551,0.00369,128.931,0.5663,0,0.31738
11.28,0.03619,-0.01021,127.405,0.528,0,0.07277
11.3,-0.01905,-0.00537,128.527,0.4835,0,-0.09475
11.32,0.01963,0.00833,129.176,0.4324,0,0.1933
11.34,0.02039,-0.00215,127.497,0.3752,0,0.05
11.36,-0.00294,-0.0208,127.037,0.3134,0,-0.18534
11.38,-0.04737,-0.02073,128.163,0.2492,0,-0.32959
11.4,-0.1232,-0.02537,127.082,0.1855,0,-0.76042
11.42,-0.09675,-0.03072,125.647,0.1258,0,-0.7444
11.44,-0.1627,-0.05571,125.753,0.0739,0,-1.18092
11.46,-0.26017,-0.06316,124.989,0.0335,0,-1.71006
11.48,-0.22021,-0.09199,125.43,0.008,0,-1.66419
11.5,-0.29046,-0.09117,124.994,0.0,0,-2.00504
11.52,-0.29622,-0.0612,125.696,0.0114,0,-1.8274
11.54,-0.27518,-0.10549,125.398,0.0429,0,-1.99347
11.56,-0.20725,-0.0771,123.827,0.094,0,-1.60606
11.58,-0.21361,-0.05981,125.828,0.1629,0,-1.43349
11.6,-0.15137,-0.05281,126.785,0.247,0,-1.0584
11.62,-0.06108,-0.04171,127.084,0.3424,0,-0.5663
11.64,-0.00938,-0.01578,128.222,0.4447,0,-0.12447
11.66,0.00097,0.00103,127.604,0.5491,0,-0.01585
11.68,0.04336,0.01411,127.843,0.6506,0,0.2643
11.7,0.0539,0.00357,129.788,0.7447,1,0.35634
11.72,0.09299,0.03195,128.496,0.8275,0,0.62595
11.74,0.13517,0.02779,127.794,0.8957,0,0.75946
11.76,0.13963,0.03307,130.406,0.9473,0,0.94685
11.78,0.13137,0.04202,128.993,0.9813,0,0.88444
11.8,0.14905,0.04563,129.273,0.998,0,1.00051
11.82,0.0999,0.04719,128.339,0.9985,0,0.73432
11.84,0.11432,0.0294,128.354,0.9849,0,0.70218
11.86,0.13302,0.04615,128.477,0.9601,0,0.88787
11.88,0.1308,0.04959,129.132,0.9271,0,0.93135
11.9,0.14589,0.05004,129.752,0.889,0,1.03579
11.92,0.13189,0.05394,127.652,0.8488,0,0.88271
11.94,0.11531,0.03585,130.106,0.809,0,0.8349
11.96,0.13003,0.03488,128.533,0.7712,0,0.81426
11.98,0.08994,0.04504,128.553,0.7364,0,0.68792
